mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
AT5G66005.3	926	579	1.0382	0.03202396518	0.995278376775905
AT3G10800.1	2377	2028	1.1349	0.0800764259429	0.999999999999849
AT5G57410.1	1739	1122	0.9938	0.078866172969	0.999999058055134
AT5G10745.3	778	156	0.7923	0.21743376811	0.124626630073794
AT5G51700.2	1764	552	0.8031	0.0803456627216	0.957008005062595
AT1G24265.2	1488	1047	1.0015	0.0138733556608	0.999997309133086
AT2G21620.2	1028	582	1.01	0.17878471577	0.996119464497498
AT2G29670.2	2362	1611	0.7454	0.0463844959274	0.999999999484422
AT3G52510.1	752	651	0.8217	0.0332598689023	0.998918262141844
AT4G24972.1	1342	531	0.8506	0.110207304909	0.975030086361528
AT4G15953.1	350	324	0.6278	-0.208735849656	0.685631167656862
AT1G76380.2	2214	1743	0.9825	0.0310275069174	0.999999999972097
AT3G47160.2	1260	774	0.9906	-0.0115796739607	0.999710790562894
AT1G57870.4	2244	1263	0.8343	-0.0151531573093	0.999999724711995
AT1G54960.2	2344	1956	1.0488	0.0436422561895	0.999999999999363
AT5G06410.1	1137	759	0.7281	0.0903800861086	0.99970400571442
AT3G03680.1	3545	3054	1.0006	0.13969473094	1
AT2G46620.1	2081	1476	0.956	0.0577150248508	0.999999997118846
AT5G16260.1	2120	1560	1.2294	0.106543607275	0.999999999549108
AT3G20060.1	1001	546	0.7977	0.0935163785019	0.989262213943906
AT4G23130.3	2317	1722	0.8616	-0.0251403751115	0.999999999935034
AT2G40150.1	1464	1275	0.7755	0.0206068276574	0.999999954227479
AT4G25520.2	3001	2247	1.1296	0.0832983597848	1
AT4G11900.10	1953	1881	0.6557	-0.0724027583768	0.99999999999772
AT1G04440.1	2407	1407	0.7285	0.0522273246002	0.999999975396138
AT4G31350.4	1988	1131	0.7762	-0.0135944923898	0.999997988585964
AT2G42130.5	1482	615	1.1261	-0.0125676178371	0.992544771821502
AT1G20930.1	1393	948	1.0242	0.0872149206911	0.999988645367451
AT4G34340.1	1372	1062	0.9985	0.0682438308285	0.999998581102168
AT4G02850.1	1036	921	0.8745	0.0436188829422	0.999988122504952
AT5G51670.1	1839	1425	0.8976	0.102974711656	0.999999995668638
AT4G14710.3	1031	603	1.1695	0.105335891548	0.997252842358183
AT2G32620.1	2432	2274	0.5711	-0.0508706388097	1
AT4G18823.1	225	225	0.7422	-0.0935511920726	0.398790668355766
AT4G26070.3	1519	1065	0.6626	0.00144491156045	0.999997101692525
AT5G27540.1	2461	1947	0.9965	0.0673456598961	0.999999999999063
AT5G10946.1	1261	168	0.4806	-0.208393379303	0.0173187339467897
AT1G22450.1	1329	576	1.1955	0.200943123467	0.993768666254248
AT1G23820.2	1415	984	1.0559	0.0976746630984	0.999994240027754
AT5G26080.1	674	426	1.0006	-0.00894527376484	0.946736055861609
AT3G56640.1	2766	2373	1.0718	0.0360338893966	1
AT1G11310.2	2255	1257	0.8465	-0.0154745520312	0.999999688934137
AT4G14365.1	1739	1131	0.9922	0.0142415089448	0.999999060627502
AT1G65130.5	3460	3231	0.9112	-0.00397923613799	1
AT5G06270.2	1482	369	0.6233	0.249133083045	0.6290845590266
AT1G03310.2	3076	2649	0.7646	-0.0165630133479	1
AT1G60000.1	1364	777	0.8742	0.111190857091	0.999725113436356
AT3G59900.1	968	393	1.0383	-0.0164851540844	0.84603297156302
AT3G15930.1	2064	2064	0.8521	-0.0103488292094	1
AT5G47380.1	1977	1857	0.7303	-0.00628564600283	0.999999999997055
AT1G12920.1	1656	1305	1.1642	0.0458619453206	0.999999974924595
AT3G28280.1	936	936	0.4877	-0.10490459052	0.999984624850645
AT1G54230.1	1094	699	1.1082	-0.0215223164784	0.999232342952136
AT1G60830.2	520	336	1.0779	0.0998549625518	0.865373924253951
AT4G15420.2	2309	2055	1.0801	-0.0118790843845	0.999999999999894
ATCG00040.1	1581	1581	0.4758	-0.324578550553	0.99999999937089
AT4G38630.1	1669	1161	1.1552	0.223100594305	0.999999761161775
AT5G55893.3	1093	804	0.8965	0.170632366209	0.999917499758163
AT2G40116.1	2351	1842	0.9597	0.0207273762667	0.999999999993869
AT5G65200.1	1982	1671	0.9011	0.124003525794	0.999999999942815
AT4G30310.2	2043	1740	1.0228	0.0636489637696	0.999999999981312
AT2G45830.5	2176	1149	0.66	0.0223267899535	0.999997874694114
AT4G23410.1	1289	846	0.5654	-0.00369832224871	0.999882384329981
AT2G41460.2	1267	1212	0.8322	0.017028995424	0.999999904625598
AT3G02630.1	1671	1191	1.1217	0.0898187398415	0.999999801564721
AT1G56170.2	1137	600	1.2529	0.23804318604	0.997626447044147
AT1G51720.4	1767	1464	0.9388	-0.000187263943217	0.999999997722552
AT3G45443.1	1384	294	0.6721	-0.00664658631177	0.220298240401616
AT4G28690.1	1715	1347	1.0821	0.010596834776	0.999999984732537
AT4G35520.3	3646	3462	0.8373	0.0119707689693	1
AT1G10750.1	2056	1404	0.5643	-0.00526738080768	0.999999982469404
AT5G67130.1	1814	1281	0.6838	0.0144797426981	0.999999909720443
AT4G03000.5	2976	2178	0.9684	0.0256483638296	1
AT3G51380.1	701	312	0.9851	0.0874711024752	0.719591318031692
AT5G52750.2	880	315	1.0671	-0.0693018556362	0.581190575891331
AT3G20120.1	1691	1137	0.9947	0.129018048149	0.999999428126227
AT2G47115.1	986	903	0.7051	-0.00517917092612	0.999980126919646
AT5G09370.3	628	471	1.0644	0.0202386133649	0.980808360107343
AT2G46470.1	1655	1296	0.9998	0.017120985612	0.999999962976508
AT4G24350.2	1146	882	0.8335	-0.0402111603316	0.999961064869359
AT4G00990.1	2916	2523	0.8292	0.0132723879611	1
AT1G17350.5	1419	684	0.7167	0.0380355319559	0.997621779552071
AT1G27500.1	2547	1953	1.0965	0.0520214810863	0.999999999999059
AT1G79840.6	2232	2070	1.0807	0.254911515235	1
AT1G53280.1	1537	1317	1.065	0.136599474251	0.999999986131766
AT4G33410.1	1751	1119	0.8941	0.0276375058353	0.999998727786818
AT2G19920.4	2800	2781	0.9584	-0.0164684732293	1
AT3G18915.1	389	294	0.9589	0.177894567005	0.806408364495772
AT5G03480.1	1115	966	1.0531	0.0679642725873	0.999995192297803
AT5G24350.2	7577	7191	0.9217	-0.0107290036462	1
AT1G04850.2	1665	975	1.0555	0.143020451115	0.999990060245677
AT5G55850.2	915	393	0.9509	-0.0725601595789	0.83006831201264
AT5G65930.3	4109	3801	0.9513	-0.0155763242499	1
AT2G21160.2	780	567	1.0426	0.00973561369005	0.995342185058892
AT1G05710.6	1270	426	1.0041	0.13811400387	0.888561723970751
AT1G29790.1	1946	1137	0.8888	0.100507078431	0.999998879592934
AT4G20910.2	3256	2829	0.9579	0.0195229523077	1
AT3G48290.2	2051	1545	0.8941	-0.0109943613863	0.999999999046692
AT3G16540.1	1683	1683	0.8078	-0.0801886357207	0.999999999953716
AT1G35330.1	1044	987	0.6372	0.00256707573087	0.999995083257478
AT1G15290.2	5361	3993	1.019	0.0197009063134	1
AT3G04050.1	1761	1533	1.2561	0.186735071906	0.999999999707837
AT5G19310.1	3618	3195	1.0597	0.0204796913628	1
AT3G53370.1	708	231	1.0904	0.299401326166	0.514946146779077
AT2G25840.2	1527	1239	0.7977	0.0446348972654	0.999999906952951
AT5G38720.2	1273	978	1.1523	0.0651458449998	0.999995172731618
AT4G12382.2	748	417	0.3874	-0.0964636212679	0.855123719804674
AT1G21920.2	1913	1110	0.8726	-0.0404023859123	0.999997497103898
AT5G03680.1	2310	1776	0.8624	0.0608562478621	0.999999999981011
AT3G20270.3	2367	2169	0.9768	-0.0429619642119	1
AT5G18590.2	2701	2127	0.8383	0.0462266975856	1
AT1G63480.5	1665	1068	1.0391	0.0960383094206	0.999997968921544
AT3G02620.1	1373	1212	1.0268	0.123458753337	0.999999924935023
AT2G42955.1	642	642	0.8314	-0.018728152344	0.998838269608394
AT1G23201.1	583	567	1.1246	0.107512567227	0.997704665907608
AT3G42060.1	2139	2139	0.8628	0.158479842445	1
AT2G26280.6	2220	1248	1.0305	0.00389081945066	0.999999724693787
AT3G61410.3	1354	993	0.7749	0.0139079759493	0.999993069865639
AT2G32690.5	848	570	1.2428	0.252390250743	0.997721206468652
AT3G10860.1	711	219	1.068	0.282491205003	0.442378091713643
AT5G64760.2	1686	1329	0.9922	0.0132162616781	0.999999978269013
AT4G09600.1	640	300	0.8105	0.134102150728	0.68897540580628
AT5G22050.1	1221	900	0.7564	0.00649242935739	0.999969095830116
AT5G42340.1	2341	1983	0.9326	-0.0235017474135	0.999999999999493
AT4G22870.1	387	339	1.2454	0.0199240788352	0.894086323593848
AT5G54730.1	3046	2292	0.998	0.0106928961	1
AT1G61680.2	1862	1689	0.8022	-0.025428555445	0.999999999948372
AT5G53470.1	1567	1017	1.1486	0.101666287827	0.999996167806304
AT4G14385.5	1256	333	0.6915	0.103236360955	0.501045662677077
AT1G51410.1	1433	978	0.9712	0.0345755684562	0.999991545340376
AT4G36610.1	1365	954	1.0087	0.00878548106316	0.99998812007202
AT1G51790.2	3389	2805	0.7491	-0.0325334646874	1
AT5G14440.2	1138	876	1.1001	0.192541603396	0.999981373332677
AT2G05400.3	1332	654	0.9546	0.0511674105356	0.997293488603234
AT5G65685.2	1525	1350	0.8125	-0.0502449460853	0.999999985129878
AT4G13030.3	1769	1449	0.7513	-0.0106939675188	0.999999996311017
AT1G53570.2	2582	1827	0.8957	0.0235294927404	0.999999999986554
AT3G21340.1	2928	2700	0.7154	-0.0826278517285	1
AT1G44414.1	660	306	0.8279	0.100334423942	0.689615476238178
AT5G05130.1	2928	2646	0.9508	0.0516371431428	1
AT2G31820.1	3359	1989	1.0876	0.0381216432887	0.9999999999975
AT4G17310.11	1123	300	0.826	0.231242956893	0.52550452864427
AT3G26990.2	1929	1542	1.0249	0.0676343962235	0.999999999424102
AT3G52740.1	945	423	0.9449	0.167899035956	0.935881400117973
AT4G07950.1	940	321	0.651	0.0750361582528	0.573516336625494
AT3G61410.2	1421	864	0.7322	0.032174501378	0.99991444301297
AT4G01160.2	1584	1584	0.7925	-0.0306575903113	0.999999999786885
AT5G55510.1	972	645	0.8878	0.029763952624	0.99823220950621
AT1G52700.5	1040	612	1.0906	0.0193956415596	0.996839994564308
AT2G20960.1	2553	2247	1.0003	0.125529967139	1
AT3G55630.4	1833	1308	0.8372	0.0173864978769	0.999999951055169
AT5G24260.3	2732	2241	0.9661	0.035902799911	1
AT3G54500.2	2522	1362	1.07	0.00309038182712	0.999999941543684
AT3G04300.1	817	291	0.6043	0.00572674730998	0.441710632076017
AT2G16960.2	1518	1518	0.9654	-0.0592212255284	0.999999999419247
AT1G70070.1	3564	3516	1.0543	0.0681408662395	1
AT5G59480.3	1324	849	1.0226	0.0147652562051	0.999925602935454
AT5G38110.1	1213	657	1.1063	0.0326149237111	0.998155723762061
AT4G15460.3	517	423	1.1489	0.0838428045672	0.970760896980037
AT2G26680.1	1449	960	0.9983	-0.00771463741358	0.999986797175776
AT2G29780.1	1467	1197	0.9375	0.0189318045769	0.999999831520384
AT5G64360.5	1981	1395	1.0199	0.128610962664	0.99999999164551
AT5G28840.1	1812	1134	1.045	0.0692710070307	0.999999149194431
AT4G10910.1	744	411	0.8123	0.039876173204	0.917570308241942
AT3G53770.1	375	375	0.4793	-0.0336007338166	0.878289949361453
AT1G56380.1	1167	1167	0.9269	-0.0352982308879	0.999999811885696
AT1G55440.1	2098	1962	1.0254	-0.0139688892237	0.999999999999585
AT1G23380.2	1306	990	0.9581	0.0817431970234	0.999995259825507
AT4G16310.3	6216	4887	1.1151	0.0206546152211	1
AT1G74240.2	1312	951	0.7912	-0.00120896022564	0.999985799422671
AT2G41070.1	1269	789	0.9956	0.0634492921228	0.999816130075404
AT5G41120.2	2359	1818	0.8442	-0.0121529097602	0.999999999988256
AT3G07340.2	2214	1314	0.8223	0.0471795326543	0.999999912699675
AT3G01961.1	171	171	0.8678	-0.0656466838956	0.246630332693071
AT3G26930.1	1449	1230	0.8628	-0.0680357894768	0.999999882255649
AT4G17770.2	3403	2589	1.1011	0.00517120007665	1
AT2G03130.1	470	333	1.0881	0.102043357111	0.871986141476294
AT5G44740.2	2306	2019	1.0405	0.0264457110853	0.999999999999806
AT4G32560.2	1255	921	1.1207	0.0601969597964	0.999986048511045
AT2G19080.1	1458	948	0.8265	-0.0207841438057	0.999979655163272
AT2G14680.6	1660	1365	1.158	0.0233222042372	0.999999991138933
AT5G09970.1	2159	1611	0.9214	0.13822110838	0.999999999767021
AT2G30600.1	2858	2430	0.7783	0.00730442743599	1
AT3G17380.1	1091	930	0.7357	-0.0566518901713	0.999983598151753
AT3G48900.1	2187	1611	0.9592	0.0577769174258	0.999999999709075
AT1G73650.2	1335	876	0.766	-0.00113663047935	0.999939058340223
AT2G30580.1	2094	1263	0.9239	-0.00153519823216	0.999999817865586
AT3G62010.2	4315	3756	0.9727	0.0154578327405	1
AT2G44200.1	2019	1482	1.0419	0.103137057501	0.99999999812051
AT5G19440.1	1376	981	1.0921	0.0863994813471	0.999994391512916
AT3G49970.2	2162	1548	0.8369	-0.0258899812063	0.999999998771281
AT5G37415.2	981	714	0.8642	-0.0139164174928	0.999426918520931
AT1G43145.1	1074	1074	1.0917	0.0964591577876	0.999999460396356
AT1G75930.1	1242	1032	0.7641	-0.124069267001	0.999996142362187
AT5G22490.2	1740	1185	0.899	-0.029107195369	0.999999578719375
AT4G00953.1	495	495	0.7081	0.143978964792	0.990240746629296
AT4G04110.1	720	720	0.8406	-0.10961226952	0.999601285841093
AT3G53430.1	1208	501	1.0921	0.240675172355	0.98065690088191
AT1G72390.2	4588	3978	0.9949	0.0539479929633	1
AT2G17050.1	4068	4068	0.788	-0.066657677515	1
AT3G57200.2	2214	1344	0.7164	0.0230617885166	0.999999941257534
AT2G41880.5	1760	1251	1.0171	0.0382336513531	0.999999902272562
AT1G71690.1	1124	888	0.9491	0.181593166146	0.999982835960222
AT5G15840.2	1901	825	1.0187	0.0403506845887	0.999659781708771
AT5G55540.1	4440	4143	0.8039	0.038954261678	1
AT5G65450.2	2759	2253	0.9036	-0.0292304135874	1
AT4G24500.2	1345	873	0.9611	0.0548594372065	0.999952388180509
AT4G28860.1	2019	1245	0.8428	-0.0168853615912	0.999999754306326
AT5G14220.5	2244	1353	0.867	-0.0203646535003	0.999999948849648
AT1G17220.1	3792	3081	1.0565	0.0764797911668	1
AT1G02070.1	789	396	1.0255	0.222290792558	0.937026223373776
AT2G20840.1	1217	849	0.9323	0.126909167282	0.99995055580952
AT5G16640.1	2097	1515	0.9066	-0.0523247696276	0.99999999800574
AT1G32127.2	1237	795	0.7428	-0.00853885314569	0.999765845738061
AT5G27270.2	3547	2502	1.0265	-0.00419539114326	1
AT3G23870.1	1553	1008	1.016	-0.0634848591764	0.999992457080928
AT1G25425.1	1464	291	0.6554	0.0961131696489	0.225402816561422
AT3G46930.2	2087	1548	0.8626	-0.000465763442088	0.999999999029138
AT3G21920.1	893	837	0.611	-0.0490371894971	0.999931605648254
AT3G12670.1	3234	1776	0.9758	0.042969941734	0.99999999988962
AT4G31650.1	1482	1482	0.6644	0.0171822677259	0.999999998849888
AT5G26780.4	2219	1554	1.024	-0.00105910969163	0.999999999028693
AT4G10590.1	3098	2733	0.9474	-0.026424334358	1
AT5G01280.1	1666	1455	1.0265	0.111756324934	0.999999998466037
AT1G63360.1	3838	2655	0.7965	-0.0265479959154	1
AT1G51910.1	2638	2631	0.8652	-0.0994284723817	1
AT4G28680.2	1814	1644	0.904	0.00207010702709	0.99999999990829
AT5G39890.1	1361	831	1.1374	0.00327166357826	0.99989670677086
AT5G53440.2	3949	3510	1.1924	0.0867635742614	1
AT2G40730.1	2880	2397	1.0299	0.0528274482382	1
AT5G05085.1	1273	168	0.9509	0.221192766756	0.072719737880473
AT5G04710.1	2011	1581	0.8375	0.0299728022154	0.999999999569676
AT1G62050.1	2299	1875	0.7931	0.152303053422	0.999999999997479
AT4G25315.2	979	327	0.8151	0.109604667099	0.638726464452397
AT1G07520.4	2217	1596	0.9144	0.0910783823563	0.999999999609357
AT3G21380.1	1670	1383	1.0972	0.12131127876	0.999999994642032
AT3G06590.1	1609	666	0.6783	0.18807176659	0.996573311211255
AT5G08110.2	3573	3435	0.765	0.00849442307026	1
AT1G79950.6	4338	3069	0.7698	0.0273850625675	1
AT1G04930.2	1409	1089	0.9533	0.0943581324435	0.999999095628859
AT5G04980.1	2251	1314	0.8027	0.0734786615802	0.999999910484499
AT5G40540.4	1937	846	0.8766	-0.0430591759427	0.999651545563737
AT4G02070.1	4549	3975	1.1012	0.0336582494589	1
AT1G27450.2	1457	552	1.1349	0.0858391493595	0.982536098138319
AT1G01960.1	5825	5253	0.9619	0.0925659621746	1
AT5G07440.1	1859	1236	1.0354	0.0809015871467	0.999999861528707
AT2G36010.2	1935	1545	0.9871	0.040004950253	0.999999999387967
AT5G60600.5	2903	2154	0.9831	0.0385498686748	1
AT4G12360.1	746	486	1.008	0.174204906538	0.986788667587732
AT2G29210.2	2884	2580	0.8579	0.134525338981	1
AT2G02455.1	663	213	1.1073	-0.0907221588249	0.24066415193705
AT2G38460.4	2104	1575	0.8225	0.0269143504562	0.999999999409801
AT5G40360.1	1600	1080	1.0024	-0.106345449531	0.999997538055184
AT3G46130.2	1367	579	0.7223	0.0196182153317	0.984587723668334
AT2G47190.1	1367	822	0.6091	0.0508097988064	0.99982094804691
AT4G30230.1	1175	783	0.7486	0.0203353686307	0.999760637188131
AT1G63150.1	2286	1890	0.946	-0.0429442254632	0.999999999997363
AT5G12210.1	1469	966	1.0054	0.06394129401	0.999989802173616
AT3G24080.1	2263	1917	1.1855	0.217218322228	0.999999999999363
AT5G27730.5	1918	909	0.5088	0.00349883769975	0.999868988247331
AT2G47245.1	618	393	0.6707	-0.10214058081	0.862529936147723
AT1G05330.1	688	414	0.9054	0.0556630718872	0.93713698848329
AT1G55110.2	2160	1368	0.7732	0.032189400911	0.999999968599469
AT1G13160.1	2654	2415	1.0971	0.090331726316	1
AT3G07530.5	1744	1710	0.7215	-0.0111440152995	0.999999999971152
AT3G02750.2	2792	1479	1.0686	0.067008630602	0.99999999026682
AT1G11450.2	1035	906	0.843	-0.132101819598	0.999974946281005
AT1G20640.2	3339	2535	0.8153	0.0291068937459	1
AT5G43930.4	2847	2259	0.9459	0.0279088184356	1
AT3G21430.2	3908	3399	0.9986	-0.00303592448666	1
AT3G04270.1	445	180	1.0077	0.0713491286668	0.265860941834061
AT4G16530.1	1824	1728	0.9018	-0.0226575542262	0.999999999978931
AT3G26750.1	2155	1581	0.8018	-0.0337315766667	0.999999999306674
AT4G04980.2	3090	2118	1.0504	-0.0193934634971	0.999999999999838
AT1G69740.1	1864	1293	1.0667	0.105590118125	0.999999955547437
AT5G55490.8	2089	1389	0.8398	-0.0224358215264	0.999999980043309
AT1G30730.1	1946	1581	1.0042	0.0774820590022	0.999999999712244
AT5G53940.1	609	390	0.8036	0.090052534279	0.917213349751586
AT3G05685.1	1004	543	0.8989	0.0479600696747	0.988357734239157
AT1G78955.4	2724	2115	0.6341	0.013550679679	0.999999999999887
AT1G09060.4	3085	2835	0.8092	0.0581701532782	1
AT5G40500.2	733	345	0.6922	0.0303186968558	0.745402062965373
AT3G21215.3	2158	954	1.1166	0.0858251595222	0.999957756950585
AT4G12030.4	2131	951	1.1095	-0.0515887743071	0.9999398066059
AT1G52670.1	1204	825	1.0034	0.0286188265527	0.999909964457805
AT1G01010.1	1688	1290	1.05	0.0606921309439	0.999999962231053
AT5G37910.1	831	831	0.6058	-0.0217319632003	0.999936539290181
AT4G25610.3	2173	1761	0.9284	0.0599908779812	0.999999999981965
AT5G46140.2	1254	870	0.8217	-0.0718518821531	0.999934160114937
AT3G02300.1	1957	1416	1.1749	0.0417535057183	0.999999994182179
AT4G00930.3	3801	3252	1.1522	0.0426016556084	1
AT3G60030.1	3634	2784	0.9259	0.00425624048907	1
AT1G02010.2	2161	1983	0.9294	0.0427866863581	0.999999999999698
AT4G02830.2	920	549	0.9635	0.0293435198684	0.991261646915681
AT4G34050.3	1550	861	1.1723	0.145723158523	0.999941767267345
AT3G63370.2	3004	2655	0.9136	0.0467559984787	1
AT5G04090.1	1552	795	0.8797	0.0491181470874	0.999668241940186
AT5G25620.2	2111	1305	0.8045	0.0833540239083	0.999999921848115
AT3G27280.2	1295	840	1.1522	0.19372651526	0.99995306394358
AT3G10210.1	1187	714	0.9647	0.110852225712	0.999427490455976
AT5G19390.3	3249	2469	1.095	0.0548360797654	1
AT1G03440.1	2147	1194	0.6602	0.123530547457	0.999999323297369
AT1G21940.1	552	552	0.9994	0.212378798113	0.9975398594231
AT2G28090.1	996	738	1.1549	0.133837005124	0.99980060652751
