mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
AT5G48560.2	2243	1404	0.7445	0.0632735486951	0.999999981958696
AT1G20580.1	936	396	0.8008	0.178287575448	0.89001372039443
AT2G21560.1	1373	825	0.9304	0.0492869713627	0.999872373545795
AT4G13130.1	2679	2304	0.7221	-0.05972531748	1
AT1G17090.3	840	282	1.0266	0.0428170626242	0.509927981135756
AT2G01023.1	120	120	0.5316	0.00616095352896	0.109847905216333
AT3G19860.3	1713	948	0.7849	0.0435241944161	0.999970263385962
AT3G24120.1	1393	888	0.8775	0.117750711087	0.999963409814955
AT5G14210.1	3935	2328	0.6311	0.00832923027151	1
AT3G01840.1	1979	1965	1.0167	0.0790563109247	0.999999999999752
AT1G58430.1	1384	1083	0.8323	-0.0151973283141	0.999998582340868
AT1G51980.1	2296	1512	1.0501	0.0920399511288	0.999999998100111
AT4G37580.1	1864	1212	0.7413	0.0735053349346	0.999999708002666
AT3G07440.2	1223	708	0.8128	0.111132141644	0.999209768665671
AT2G21740.1	402	378	0.9718	0.168331404752	0.949973540918554
AT5G16890.1	1751	1536	0.8431	0.0541009242537	0.999999999444819
AT5G14602.1	610	243	0.6875	0.130310658598	0.419600779284667
AT1G77890.4	2257	1134	0.7824	-0.00775863324514	0.999996832603418
AT1G52220.2	761	468	0.8051	-0.0495764154311	0.960828073964428
AT3G27720.1	1482	1482	0.9577	0.0661591685768	0.999999999225773
AT5G20030.2	1635	981	0.7891	0.0286335428456	0.999985683099454
AT2G07110.1	453	453	0.6063	-0.19820779303	0.951239322424085
AT1G52720.1	767	354	0.8815	0.16046454787	0.842478360067317
AT1G65484.1	646	243	1.1587	-0.0515287804572	0.397942260905003
AT3G27420.1	1153	735	0.9729	0.092297290915	0.99962250756053
AT3G02080.1	904	432	1.1064	0.211250863538	0.960349103833569
AT5G50890.1	1641	1227	0.9163	0.037972837479	0.9999998675393
AT1G53570.5	2332	1752	0.9155	0.0272197828711	0.999999999967975
AT3G01329.1	330	306	0.5527	-0.00911225022976	0.714573902478988
AT1G29420.1	622	426	0.4766	-0.0314638368065	0.919563783097399
AT1G05420.1	961	681	0.9935	0.247962948427	0.999533910713221
AT5G60760.1	2791	2217	1.1637	0.0618306618027	1
AT4G34440.2	2327	2013	1.0289	0.0960177323054	0.999999999999808
AT4G26760.1	2223	1737	1.1754	0.104186860697	0.999999999977927
AT1G65483.2	655	231	0.9652	0.0869220212867	0.380842404528701
AT1G72660.1	1738	1200	1.0339	0.0425296574098	0.999999765761678
AT3G13235.3	1590	1242	1.0746	0.114182435897	0.99999993531471
AT1G79430.2	1514	1077	1.024	0.136142621958	0.999998829114033
AT4G28790.8	1372	852	0.9645	0.154661786958	0.999942541913372
AT3G43110.1	1001	576	0.8799	0.127026116846	0.994722698140355
AT3G62110.1	2332	1416	0.8025	-0.0461924002055	0.999999978522607
AT1G50400.1	1332	933	1.1065	0.0721791785514	0.999987214560154
AT2G28150.3	1676	1203	1.0498	0.0526413284818	0.999999811618992
AT1G20225.1	974	702	0.8197	0.0685762330736	0.999402087122138
AT3G56230.1	1288	849	0.7572	0.0479064689379	0.999918387191884
AT3G52680.1	1702	1371	0.7592	-0.0429943372198	0.999999985256882
AT1G09700.1	1806	1260	0.994	0.0407290091572	0.999999908030774
AT5G12030.1	882	471	1.1759	0.190501522254	0.98138220348375
AT2G25250.1	1334	468	0.9857	0.0283531375497	0.919422273631343
AT3G47660.7	2452	2430	0.9059	-0.00982761076045	1
AT1G22400.1	2023	1470	1.1491	0.0572027068766	0.999999997597035
AT1G80770.5	1848	1401	0.9387	0.0314727522248	0.999999992081311
AT3G48410.2	3502	1284	0.624	0.0188622370505	0.999997515262791
AT3G49270.3	501	459	0.7526	0.066345927176	0.97785955377409
AT5G19270.1	1098	1098	0.883	0.0365957761155	0.999999487979414
AT5G16280.1	4412	3819	0.7701	-0.0463754546421	1
AT3G30380.1	1615	1200	0.8976	0.0362685847141	0.999999788029618
AT4G37280.1	1331	963	0.9834	0.14793599677	0.999993211452725
AT3G13540.1	1337	750	0.836	0.14047900559	0.999586490121972
AT1G30795.1	713	330	0.8811	-0.00301542773986	0.716652669226043
AT5G45090.1	1087	999	1.0294	0.0245704243583	0.999997183957964
AT5G52550.1	1739	1083	1.0787	0.159473115919	0.999998536884115
AT2G43030.1	1087	816	1.0404	0.0525792954762	0.999923164682256
AT2G38695.1	880	639	0.755	0.0319020074494	0.998145664567352
AT5G22690.4	3259	2709	0.8404	-0.0208730087397	1
AT4G34139.1	747	615	0.8523	0.00187934133308	0.997809162196087
AT1G15930.2	943	435	1.1802	0.229569980571	0.963753922224187
AT1G04490.6	1805	1206	0.6447	-0.0786958694838	0.999999534214995
AT5G40600.4	2369	867	1.0822	0.0397267098594	0.999628755573365
AT5G18990.1	1078	993	0.8962	0.0584216539469	0.999996786197357
AT1G28030.1	1013	969	0.9132	0.0336266744616	0.999995381540043
AT5G65480.1	1199	462	0.8777	0.131542296573	0.939816535936238
AT1G67990.1	859	702	0.9827	0.0065023581405	0.999521162649823
AT5G53850.6	2394	1284	1.0361	0.00361014907302	0.999999801670855
AT2G37610.1	506	486	0.7193	0.0931896517303	0.98680070224514
AT3G04380.6	1670	1389	0.9288	-0.00458987366838	0.999999992306281
AT4G16845.1	1782	1323	0.7699	-0.0220119179847	0.999999960585416
AT2G32295.1	1955	1392	0.663	-0.0750897309572	0.999999980494836
AT5G15190.2	830	351	0.9692	0.147888759396	0.824491379281626
AT1G26120.1	2636	1431	0.8028	0.0521356179777	0.999999976871558
AT2G23140.4	3281	2481	1.0745	0.0649651824825	1
AT5G22680.1	1016	708	0.6523	-0.146682399799	0.998834381749927
AT4G09960.2	962	651	0.9707	0.0191657488177	0.998524766988746
AT1G06150.2	2986	2211	0.8961	-0.00566284618406	1
AT1G53890.4	1708	654	0.5716	-0.1038894927	0.988142727065208
AT5G53220.7	1736	1107	1.1954	0.0374515751393	0.999998862879668
AT3G44326.1	1285	1092	0.9186	0.120812251078	0.999999352448859
AT1G77800.3	4746	4278	0.9873	0.0162339252167	1
AT1G54710.2	2626	2421	1.0552	0.0146622849551	1
AT1G16180.2	1621	1239	0.8092	0.0529421428003	0.999999891499407
AT1G07010.3	1542	1203	1.0243	0.0725398504458	0.999999859084508
AT5G28040.1	1992	1284	1.155	0.0959820755544	0.9999999362329
AT1G30930.1	1131	1131	0.9013	-0.0579326884568	0.999999630157476
AT1G26370.1	2778	2154	1.073	0.0176752268403	1
AT5G63620.1	1790	1284	1.0346	0.0641149528618	0.999999948104518
AT4G02725.1	2686	498	0.5412	-0.0429925045	0.43372473430359
AT3G60070.2	2234	1377	0.8198	-0.0236664065568	0.999999966112356
AT5G51890.1	1251	969	0.7933	0.0728644314886	0.999992522417223
AT2G24350.1	2068	1614	0.9891	0.00789280100603	0.999999999760012
AT4G27430.1	4712	3177	1.1232	0.107221576679	1
AT5G57970.1	1553	1044	0.8577	0.0435898283216	0.999996570172588
AT1G30814.3	1153	918	1.0156	0.00299142361143	0.999984643048228
AT4G14650.1	2270	1899	1.0849	0.0354119539409	0.999999999998439
AT4G10410.1	792	792	0.8188	-0.0795542908131	0.999885272284792
AT1G24320.2	2369	2277	0.7817	-0.0158567409379	1
AT4G04740.3	3714	1563	1.0159	-0.0206949250199	0.999999983442422
AT4G14090.1	1648	1371	1.0186	0.148358598021	0.999999993560388
AT5G25390.1	944	561	0.7803	0.168061376873	0.993844398040093
AT4G20570.1	1094	813	0.6156	-0.0233980495943	0.999852067102502
AT5G53150.2	2883	2268	1.1764	0.0345027325075	1
AT4G32540.2	1341	1251	0.8597	0.0814174632066	0.99999995554536
AT2G22760.1	1393	888	0.8738	-0.00894582360816	0.999949524102943
AT2G26240.1	874	327	0.8963	0.188564720153	0.740888504045437
AT3G24040.1	1573	1254	0.6932	0.0509438132039	0.999999916283793
AT2G41355.1	360	180	1.2087	0.0659930684568	0.337420089567784
AT5G07510.1	803	582	1.2988	0.14521436532	0.997924365739631
AT5G14770.3	3512	2823	1.045	-0.0626698049911	1
AT3G66652.2	3304	2994	1.0864	0.0141244950035	1
AT3G19950.3	1459	1161	1.0695	0.120929204964	0.999999778953318
AT4G01600.3	698	585	0.8524	0.0245186993399	0.996729535511415
AT1G29560.2	2221	1242	0.8506	0.0636651550537	0.999999686434846
AT3G44753.1	1441	291	0.4961	-0.21956108245	0.10618694941206
AT5G08750.1	1894	1092	0.9395	0.00729813565161	0.999997195790941
AT3G19150.3	1277	462	0.7612	0.0993562311808	0.917239706042006
AT4G12560.3	1847	1242	1.1194	-0.054934815915	0.999999842548434
AT3G13230.1	1097	648	1.23	0.0394860579243	0.99848085356634
AT3G08910.1	1540	972	0.9074	0.177210688505	0.999991349787229
AT3G19840.1	3031	2508	1.1472	0.0586303041861	1
AT2G32210.3	612	189	0.764	0.0960336463641	0.207053694696763
AT4G01830.2	3181	2991	1.0352	0.053025581016	1
AT1G47500.2	1886	954	1.2468	0.0412713187242	0.999975506863702
AT4G21210.1	1607	1212	0.992	0.0887223143992	0.999999865839383
AT1G21580.3	7779	6159	1.0121	-0.0179775188893	1
AT3G57130.2	861	549	0.7543	0.0575264137192	0.991196783267437
AT1G60430.2	1139	525	0.8806	0.00369381168396	0.976201270260053
AT5G26140.2	705	495	1.0732	0.00623880432644	0.985217140145268
AT3G57480.2	1314	750	0.9339	-0.0354698300523	0.999438725071977
AT1G17400.2	1563	888	0.8904	0.0921805307579	0.999946108900555
AT5G49470.2	3018	2496	0.8498	0.0577779744129	1
AT2G03470.1	1777	1353	1.063	0.0553690969896	0.999999985957089
AT4G29170.1	1179	693	1.0294	0.0993412755769	0.999194497957649
AT5G43660.5	1542	1086	0.76	-0.0469472575308	0.999997879220823
AT1G05550.1	1333	711	0.8557	0.00291771404224	0.998829567004848
AT4G23330.4	1747	444	1.0619	0.224619325954	0.850748974999273
AT5G14995.1	306	306	0.8895	0.0481980168038	0.80567092400054
AT1G44191.1	1135	1080	1.2005	0.0715346596648	0.999999476031729
AT5G45775.1	828	519	1.067	0.113159678728	0.99066015109094
AT5G44785.2	1644	1329	0.8127	-0.0121472861168	0.999999974806109
AT3G07340.2	2214	1314	0.8223	0.0471795326543	0.999999912699675
AT4G02020.3	3354	2409	0.9463	0.0406245878855	1
AT4G04972.1	728	360	0.9847	-0.0115950264893	0.821769328187945
AT1G36320.1	1613	1245	1.103	0.0498608850148	0.99999992670364
AT4G02890.1	927	690	1.3216	0.287977894875	0.999753973326796
AT1G53760.2	1115	639	0.6349	0.0276030736593	0.996674728224961
AT3G44290.2	1495	687	0.6616	0.051052801925	0.997338686093148
AT3G27120.1	2068	2043	0.897	0.0594107212182	1
AT2G05632.1	1039	159	0.5263	-0.153765527574	0.0269114344723401
AT3G26130.2	3637	1686	0.473	-0.0585084956938	0.999999997339799
AT2G18070.1	471	471	0.4718	0.0517207895858	0.977496872313379
AT1G35420.2	1251	948	1.0041	0.156946103466	0.999992659923038
AT4G09990.1	1298	873	0.8087	0.0858902668797	0.999953742644657
AT2G23985.6	1392	186	1.0264	0.0791461841466	0.0610184403751133
AT3G21520.1	835	624	0.9574	0.100143412815	0.99843615625666
AT1G69860.1	1668	1668	0.6982	-0.0591739672987	0.999999999937699
AT2G28240.1	2288	1983	1.0966	0.0589372079054	0.999999999999681
AT1G16250.2	2225	1152	0.8574	0.0150042160982	0.999998122778185
AT3G05165.4	1584	1404	0.817	-0.02111827254	0.999999994309457
AT2G15730.2	1762	897	0.8653	-0.0681889206754	0.999896594061554
AT3G62980.1	2648	1785	0.8105	0.128583204983	0.999999999972302
AT1G75080.2	1659	1011	0.971	0.0934169039733	0.99999381818516
AT1G72530.1	1319	567	0.7645	0.026602053776	0.983476649456816
AT2G43390.1	651	345	0.5239	0.0382361224791	0.750112531899042
AT2G41750.1	1193	795	0.8842	0.175756524215	0.999881497140787
AT1G50680.1	1014	1014	1.035	0.0232080082307	0.999998155716194
AT5G16630.2	3079	2598	1.0616	0.0393931506154	1
AT5G09750.1	1006	675	1.1044	0.166732333838	0.99937052669453
AT1G29950.2	2165	756	1.1223	0.0558734908098	0.998209859921843
AT1G20575.1	1066	741	0.9656	0.00251568088777	0.999640958383512
AT5G27220.4	3381	3381	1.0792	0.0248433752965	1
AT1G19120.1	767	387	1.1181	0.0678559373225	0.906776104765275
AT4G12490.1	786	549	1.0931	0.017011808198	0.993847985730421
AT3G49970.1	2095	1548	0.8369	-0.0258899812063	0.999999998923238
AT1G48350.1	897	513	0.8543	0.080108051089	0.984269188826615
AT3G61080.2	1297	1059	0.9046	0.0323423958663	0.99999845483796
AT2G41415.1	665	225	0.6734	-0.0956739324285	0.206400251930476
AT3G49540.1	886	501	1.1425	0.266498000956	0.990733804624204
AT3G28650.1	2761	1998	0.9515	-0.0766109138433	0.999999999999014
AT5G17080.1	897	897	1.0201	0.0495538197256	0.999987882199634
AT4G30420.1	1122	1122	0.795	-0.0682037303219	0.999999513830167
AT2G02690.2	1920	1524	0.8779	-0.0740686963996	0.999999998707913
AT3G50810.1	768	465	0.7241	0.000630751492352	0.960125855437116
AT4G05090.2	1335	1098	1.0005	0.0126724098181	0.999999222419816
AT4G38640.1	2197	1671	0.9672	0.0287887838793	0.999999999895659
AT5G44120.3	1731	1419	0.9574	0.199166342693	0.99999999709371
AT2G01070.1	1807	1491	0.8648	0.0686445424907	0.999999998652794
AT3G56710.1	1427	456	0.9642	0.105869075586	0.900601799955889
AT2G18030.2	1167	579	0.8912	0.0483480194655	0.991676762971376
AT3G12290.1	1221	900	1.0236	0.0930779238235	0.999980606465215
AT5G55100.2	2980	2535	1.2539	0.0612974703097	1
AT3G13430.4	1539	948	1.1696	0.0694701781968	0.9999861722061
AT4G09210.1	465	465	0.7509	0.0188956551247	0.979146417451095
AT5G19850.1	1383	1080	0.7759	0.0381453930757	0.999998621504025
AT1G45165.1	532	333	0.833	-0.0254445462114	0.775390818357298
AT5G27760.2	1218	213	0.6601	-0.0424108297425	0.0733033538907129
AT3G45870.5	1397	933	0.609	0.0102203598668	0.999973033581602
AT3G61570.2	2253	2034	1.1082	0.0292340961281	0.999999999999877
AT2G17970.2	1993	1302	0.8855	0.038069302717	0.999999931957698
AT3G61950.2	1412	924	0.8331	0.0139828099852	0.999973612174321
AT2G45540.6	8841	8841	1.0192	0.0472277034306	1
AT4G04090.1	579	579	0.9814	0.0677996292079	0.997697935734542
AT5G50830.2	1328	849	1.1267	0.216309454655	0.999958973577503
AT4G38360.1	1962	915	0.5801	-0.0373374454726	0.999867414596707
