mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000477916.5	1781	249	0.5997	-0.0636355771116	0.0304936870244903
ENST00000361528.8	2215	1920	0.7402	0.0879762676379	0.999999939227312
ENST00000635273.1	672	360	0.9861	0.51170500311	0.935032843695797
ENST00000495679.5	805	720	1.0051	0.0903627057999	0.985163184777601
ENST00000593926.5	1828	1440	1.2029	0.560762690542	0.999999852759359
ENST00000475023.1	641	141	1.0399	-0.400939422198	0.00585578352239464
ENST00000456014.6	597	504	1.0161	0.0912273550461	0.862201706132097
ENST00000601099.1	570	351	1.1711	0.442477200805	0.942091335850763
ENST00000220003.13	2767	1353	1.2853	0.612411972168	0.999999774250533
ENST00000523997.5	530	357	0.6755	0.15528756743	0.356036724594849
ENST00000479804.1	494	111	1.0826	-0.12579558529	0.0254518901593703
ENST00000486016.1	595	276	0.6425	0.0501022548698	0.0949675976670335
ENST00000547477.5	933	657	0.9341	0.125822388779	0.969358375377352
ENST00000591344.1	7714	3273	0.9909	0.0838646072101	1
ENST00000563984.1	775	321	0.6741	-0.0991124850402	0.0719310116497545
ENST00000615726.1	897	816	0.6991	0.209051489135	0.992825941939236
ENST00000289788.4	3126	1170	1.0011	0.265562832129	0.999961016116531
ENST00000222248.3	3576	1932	1.1696	0.475151115567	0.999999998756645
ENST00000513775.1	1219	297	0.7169	-0.0449111016512	0.0851922526486053
ENST00000557329.1	578	222	0.7353	0.359176597536	0.340245773298716
ENST00000409614.1	582	297	0.9415	-0.0380883769892	0.178984989346432
ENST00000560535.1	240	30	0.7439	-0.129162315917	0.00325125917969395
ENST00000494634.1	749	174	0.8397	-0.207030624552	0.0135917462785691
ENST00000392519.6	1532	960	1.3136	0.735814441209	0.999992652477914
ENST00000490952.1	1720	171	0.8541	-0.163782496225	0.0169676839856828
ENST00000519588.1	578	261	0.9989	0.0741512300718	0.259837554057994
ENST00000579279.5	547	459	1.0069	0.436622103052	0.967617691042041
ENST00000490885.6	3690	1020	0.8	0.109997039256	0.998894094329275
ENST00000635806.1	193	84	0.8214	-0.0615885453569	0.0116408539872503
ENST00000507230.1	394	51	1.1406	-0.135217156986	0.0152440206637547
ENST00000535157.5	3096	1941	0.9728	0.101911528216	0.99999997921715
ENST00000559522.1	650	225	1.0071	-0.123611402998	0.0675256775558273
ENST00000557710.5	1751	870	0.7882	0.0880379031011	0.993695699415801
ENST00000437409.1	403	351	1.2144	0.406336120143	0.938678379839405
ENST00000533821.5	575	486	0.7696	0.239203161568	0.84313672946368
ENST00000488962.1	543	153	0.8994	0.353113013496	0.288361674389972
ENST00000514029.5	3899	1803	0.7352	0.325663023243	0.999999940656785
ENST00000550194.5	747	651	0.6646	0.0371055946711	0.873246825347644
ENST00000477425.1	529	201	1.2109	0.318274844185	0.621710356802397
ENST00000407834.3	1094	924	1.295	0.455809856448	0.999937428144269
ENST00000390675.2	1021	930	0.8445	-0.0927685469872	0.992372867571745
ENST00000447246.1	1209	1077	0.9831	0.0485462992409	0.999605699444585
ENST00000490633.1	401	354	0.9988	0.0572593076866	0.475147837820061
ENST00000338662.5	1792	474	1.147	0.213969206325	0.932680097226303
ENST00000567329.1	567	300	0.7216	0.0878477716265	0.185024346314896
ENST00000477612.5	635	210	0.9936	0.340862780649	0.494923242935472
ENST00000539264.5	409	72	0.9224	0.146053937075	0.0483640092918223
ENST00000451029.5	2614	690	0.9674	0.0651611382082	0.970054787444672
ENST00000471914.5	569	516	1.0287	0.316753894842	0.967120665226023
ENST00000567664.5	1543	888	1.0665	0.369493352893	0.99964402043658
ENST00000373278.8	955	651	1.233	0.138808281653	0.988959715642159
ENST00000469720.1	904	216	0.6577	0.00767100796681	0.0411806453270468
ENST00000503407.5	2409	777	0.9746	0.229107785985	0.995857301367712
ENST00000626418.1	568	189	1.0954	0.236351727794	0.369384504978146
ENST00000541818.1	1193	333	0.7374	0.071408733294	0.23270699104602
ENST00000518461.2	560	453	1.0403	0.436356867962	0.969019028419142
ENST00000490895.5	776	288	1.1677	0.590569348796	0.950736393977913
ENST00000464921.5	702	231	0.9907	0.0295393308565	0.156008664000195
ENST00000044462.11	4411	786	0.9912	0.11713442841	0.992239459321306
ENST00000495640.1	333	171	0.7659	0.0223271117462	0.0407789191207771
ENST00000421744.5	895	336	1.0296	0.22135838577	0.684388420671561
ENST00000498365.1	677	105	0.5636	-0.175090522609	0.00298680074834721
ENST00000245932.10	2305	1143	0.9338	0.374422628613	0.999967161151239
ENST00000439848.5	1763	903	1.1366	0.27537689762	0.999576510182675
ENST00000546063.5	740	162	0.9781	-0.312151214931	0.0101590394845807
ENST00000589372.1	1450	201	1.1668	0.338757780759	0.603145917853426
ENST00000218340.3	3803	1053	0.8813	0.153606360075	0.999553611491514
ENST00000549749.1	2229	948	1.0947	0.169954211963	0.999424840291435
ENST00000579345.5	561	537	1.244	0.514426731839	0.996160516797531
ENST00000301490.8	809	423	1.2264	0.518267124812	0.985687356270523
ENST00000309534.10	4495	504	1.0934	0.209866821166	0.931270365154881
ENST00000556338.5	547	420	0.8832	0.198951653685	0.748802403120116
ENST00000421101.1	1830	819	0.9889	-0.00247234367409	0.990319312552231
ENST00000351008.3	2106	1710	0.879	0.10341732288	0.999999642749544
ENST00000553586.5	979	654	1.2404	0.435585888494	0.998262879442664
ENST00000361444.3	1013	600	1.2328	0.667471457522	0.999198904190786
ENST00000551886.5	586	507	0.9402	0.0573853424577	0.802320641527851
ENST00000524380.5	548	144	1.1202	0.40288447962	0.514706563689483
ENST00000430176.5	754	702	1.0983	0.185432905735	0.992573893885634
ENST00000532707.5	584	339	1.2861	0.4396164601	0.954055098033123
ENST00000632860.1	783	453	0.8532	0.131952433836	0.718798212919787
ENST00000239852.10	1561	456	0.9996	-0.0398139717912	0.596704517775434
ENST00000581387.5	583	396	0.9484	0.164215899677	0.697563684737217
ENST00000366810.5	2005	699	0.9088	0.304855413804	0.992344094000931
ENST00000613567.4	585	84	0.7608	-0.473982808743	0.000765328448893996
ENST00000471560.1	550	282	0.6448	-0.0223024796822	0.0680977275477263
ENST00000584565.1	186	6	0.3194	-3.34444417906	1.94541840873746e-12
ENST00000505959.5	4165	807	0.5843	-0.0415330042852	0.938994982576819
ENST00000353088.6	2611	1020	1.2334	0.407033386684	0.999961377962587
ENST00000519718.1	483	273	1.1866	0.497350198618	0.909518633871438
ENST00000579611.1	580	312	0.9676	-0.00454785995523	0.256964034563948
ENST00000449662.6	1221	828	1.2694	0.412643622177	0.999738272885643
ENST00000513300.5	1924	1470	1.0867	0.167375562733	0.99999828110182
ENST00000588915.1	231	21	0.8635	0.0037218347084	0.00988312683299902
ENST00000561603.5	3906	3387	1.0704	0.273888218423	1
ENST00000439918.6	1502	1395	1.2936	0.633702685551	0.999999887565964
ENST00000413213.5	819	447	1.1779	0.239760047498	0.933572632821293
ENST00000445224.6	1645	735	1.1443	0.264357108521	0.997137366960165
ENST00000359008.8	2581	858	1.189	0.24599799406	0.999269175576505
ENST00000586123.5	574	321	0.412	-0.0650117452106	0.0375811216377378
ENST00000470290.1	760	138	0.7765	-0.435546766129	0.00184665279734322
ENST00000482229.1	814	594	0.8639	0.0185840311277	0.865672326538462
ENST00000592316.1	1324	882	1.0726	0.470215174151	0.999800080910498
ENST00000439482.5	978	891	1.3108	0.485202224815	0.99992874121568
ENST00000418498.5	1555	255	0.8273	0.177249844055	0.243531692430799
ENST00000568298.1	3274	426	0.618	0.0676294556059	0.331534826512047
ENST00000477854.5	2826	1110	1.2895	0.575871815851	0.999995775933116
ENST00000536481.1	697	168	0.9246	0.178834970205	0.152557725302367
ENST00000418404.7	6296	5817	1.2504	0.568571266858	1
ENST00000627283.1	1165	468	0.7127	0.0452104571878	0.518660894463702
ENST00000532884.1	819	747	1.2733	0.469318346496	0.999556840405331
ENST00000450034.7	932	414	0.5371	0.00148524548147	0.199831518262163
ENST00000482680.1	1029	561	0.7945	0.260040736384	0.937510536145261
ENST00000581912.1	551	195	0.7447	-0.0888859410308	0.0253486719274228
ENST00000473423.1	420	129	0.6491	-0.0348728684104	0.0123417421539795
ENST00000561929.1	625	306	1.3248	0.583238802428	0.975078279033039
ENST00000446285.5	665	132	1.0676	0.178503617418	0.164550564575272
ENST00000609360.5	2642	2133	0.9804	0.403436835539	0.999999999630189
ENST00000486084.1	813	288	1.0593	0.280200101188	0.668396830001618
ENST00000544112.5	1631	723	1.1108	0.201792640929	0.994645887988638
ENST00000393212.7	555	492	1.03	0.166771430547	0.900973231431627
ENST00000399494.5	1282	648	1.1721	0.448380166943	0.997789325574565
ENST00000559127.5	1585	786	0.9154	0.120809801381	0.991564820931022
ENST00000393313.5	4358	1995	0.993	-0.0212537031545	0.999999976026455
ENST00000377848.7	9247	7377	1.2866	0.472267945696	1
ENST00000254901.9	2099	759	1.2952	0.582863153695	0.99980643842884
ENST00000511505.5	1089	933	0.718	0.054431192479	0.995299634543172
ENST00000514369.5	779	177	0.9709	0.00170843161689	0.0735268609811768
ENST00000505566.1	698	300	0.855	-0.111048149485	0.0964805129209893
ENST00000566480.5	2476	633	0.572	-0.122385828884	0.585828449063315
ENST00000486704.1	330	168	1.024	0.295102216209	0.343808870131045
ENST00000389413.7	4723	2961	1.2139	0.477945026758	1
ENST00000439231.6	1725	228	0.8407	-0.22976235741	0.0204627089317389
ENST00000595559.1	1975	1725	0.9145	0.0568565180271	0.999999648008769
ENST00000463031.1	357	48	1.1944	0.612136949686	0.627350578241011
ENST00000546715.5	636	267	0.919	-0.05487537184	0.114938062532817
ENST00000374630.7	3152	2961	1.2344	0.61834130446	1
ENST00000539659.5	2298	2109	1.124	0.230269778174	0.999999999172466
ENST00000553540.5	1791	759	1.2297	0.419483293863	0.999357425925274
ENST00000240079.10	916	585	1.0783	0.150019566289	0.964208649031771
ENST00000461677.6	546	153	0.8954	-0.118726659146	0.022301207724051
ENST00000409533.5	561	366	1.2516	0.587219001911	0.983910630018998
ENST00000474204.1	712	117	0.865	-0.0271475948828	0.0231691676022014
ENST00000513773.1	955	387	0.9495	0.0451354825583	0.498953644233118
ENST00000528968.5	587	420	1.1068	0.230181112446	0.885981777650897
ENST00000400166.5	1080	759	0.8096	0.0621110121392	0.977502159348921
ENST00000602627.1	402	273	0.6146	0.150819887948	0.146488805822612
ENST00000592180.1	637	213	0.9799	0.19214706189	0.28160216695882
ENST00000595312.1	649	237	0.8273	0.0725752030564	0.127826812371746
ENST00000476727.6	1205	723	0.9351	0.253359226836	0.993002169108914
ENST00000442448.5	5034	1389	0.9154	0.345240487709	0.999996905621298
ENST00000444333.2	661	279	0.9484	0.142956037143	0.352849132719869
ENST00000608372.5	5129	480	0.7122	0.0374582986837	0.485707655089828
ENST00000586608.3	935	453	1.1498	0.467943501209	0.981862876414586
ENST00000487535.5	1016	609	1.1889	0.27578375513	0.990996116541541
ENST00000281589.4	3387	1896	1.1251	0.206674781007	0.999999989055911
ENST00000596657.1	603	240	1.1034	0.390925268177	0.730935391846879
ENST00000403098.6	326	171	0.9096	0.074915985211	0.0876165502318344
ENST00000479226.1	891	507	1.1953	0.57004625008	0.995388037939973
ENST00000491288.5	472	204	1.1255	0.314836951152	0.55434759501705
ENST00000463701.1	1260	564	1.0056	0.393648970834	0.986178289525263
ENST00000350790.9	739	630	0.8276	0.196869149189	0.961832246903425
ENST00000450614.5	1206	768	1.1841	0.313427216557	0.998747529270723
ENST00000515659.1	1632	894	0.7713	0.129168457044	0.996036142454863
ENST00000435795.5	863	336	0.9248	0.376959151673	0.795553692828802
ENST00000522839.1	476	432	1.2332	0.333621078884	0.962820256096333
ENST00000481118.1	421	216	1.2289	0.210963156481	0.520340092804116
ENST00000494648.1	562	351	1.2868	0.487389605395	0.969559038468906
ENST00000473508.1	2136	1065	1.0371	0.307542294546	0.999918165243459
ENST00000484398.1	552	171	0.5306	-0.156641979783	0.006261108764214
ENST00000622405.4	978	504	1.0953	0.0906888556836	0.889196079296104
ENST00000407040.1	582	459	0.8694	0.191875320719	0.807854472227903
ENST00000506414.1	1593	1593	0.9335	0.216504709623	0.999999463446293
ENST00000506380.5	798	558	1.2928	0.543287308199	0.997814833200752
ENST00000555867.1	876	588	0.8732	-0.0103777477458	0.838757001554302
ENST00000447650.1	571	123	1.0803	0.134006854961	0.124932471329761
ENST00000467838.2	1988	252	0.4646	-0.0363304269863	0.0232694072972961
ENST00000548362.5	822	198	0.5057	-0.057138062814	0.0139000137439119
ENST00000447302.6	721	384	0.7474	0.164934462997	0.50134548261314
ENST00000557245.1	387	213	1.1277	0.180187714915	0.380859586719827
ENST00000471124.1	642	399	0.7002	0.134234469205	0.457236829602957
ENST00000450087.1	578	417	0.825	0.0103765101563	0.428498658955194
ENST00000547732.5	546	294	1.0424	0.270472000691	0.660476852271047
ENST00000423490.5	416	213	1.142	0.381020030764	0.685789806296219
ENST00000483526.1	578	210	0.8124	0.0136383280832	0.0673895432463394
ENST00000591786.5	548	252	1.0436	0.17876310244	0.411696570113874
ENST00000497127.5	581	213	1.2612	0.486982325098	0.861209584081474
ENST00000512894.5	566	243	0.5158	0.0403957969853	0.0423829970800539
ENST00000628606.1	183	183	0.9852	0.18323149262	0.217022762750535
ENST00000557390.5	545	411	0.7969	0.121605345163	0.555965780272115
ENST00000469793.1	592	285	0.4362	0.00862810341445	0.0424354988527971
ENST00000373436.5	1667	918	0.9299	0.25047704383	0.999155574625767
ENST00000458141.6	5551	2616	0.7875	0.192436187955	0.999999999986344
ENST00000548874.5	581	318	0.9373	0.434523886643	0.827101544557228
ENST00000632587.1	1311	846	1.2184	0.686053150736	0.999951199005204
ENST00000493014.1	1046	930	0.9085	0.191123797256	0.998898931039154
ENST00000260956.8	1709	1227	0.993	0.116697064032	0.999951623306709
ENST00000478805.1	1105	507	0.814	0.121901652586	0.790654411758004
ENST00000539192.1	637	186	0.9105	-0.0153791729044	0.0608159589774668
ENST00000523669.5	1004	288	1.0724	0.0531402948022	0.344741864900948
ENST00000373166.7	1265	543	1.2365	0.333731896881	0.988623192594972
ENST00000257787.5	1662	612	0.8982	0.153989707272	0.950641404574874
ENST00000458656.5	601	327	1.1344	0.57001278454	0.959551555820303
ENST00000617020.1	559	333	0.9223	0.155850723798	0.49786834933238
ENST00000557502.1	803	726	0.8129	0.293846540574	0.992117389537111
ENST00000623024.1	1186	423	0.571	-0.0667786848524	0.168265550767595
ENST00000517478.1	572	171	0.9032	0.0461307159262	0.0722039100674787
ENST00000302270.1	930	930	1.0473	0.0769292353232	0.998644509605932
ENST00000631777.1	432	300	0.6281	-0.101497047471	0.049898609897816
ENST00000528909.1	1436	1128	1.0049	0.327856056463	0.999961553774541
ENST00000211076.4	1499	729	1.2813	0.47000063015	0.999455005129508
ENST00000557344.5	671	438	0.8562	0.294955588702	0.855242070241322
ENST00000524191.5	808	126	0.5567	0.000636645594558	0.0105583426881061
ENST00000636885.1	87	36	1.3064	0.482292741448	0.499892649829863
ENST00000571051.5	538	516	0.9601	0.329474102359	0.961723564153344
ENST00000576078.2	669	315	0.8026	0.0613757693726	0.231143598799798
ENST00000492333.5	537	276	0.7499	-0.0276347672391	0.0868467645695421
ENST00000443824.5	4319	1761	1.0136	0.134615743467	0.999999881384079
ENST00000620945.1	1563	255	0.5884	-0.175150607344	0.0163692791867212
ENST00000262306.11	582	486	1.0798	0.507399298354	0.987607218992523
ENST00000382111.6	5212	4659	0.9597	0.302467139287	1
ENST00000635399.1	543	447	1.2522	0.561728782505	0.992369657119462
ENST00000472247.1	710	486	0.7757	0.138398722942	0.747188050567407
ENST00000476056.5	1214	522	1.2668	0.37467924235	0.989904490225953
ENST00000539413.1	554	159	0.8132	0.211319881321	0.119790409193496
ENST00000368684.8	476	345	1.11	0.277577806647	0.81994654645791
ENST00000478033.1	1051	462	1.2684	0.508851213103	0.991361876859268
ENST00000355681.3	1977	1779	1.0187	0.305679201518	0.999999970320563
ENST00000437218.1	533	531	0.8033	0.0944814758029	0.806194148645297
ENST00000270162.6	4712	2352	1.2607	0.424444289338	0.999999999988027
ENST00000475072.1	658	297	0.8971	0.0715326181359	0.265953575672766
ENST00000563134.5	736	642	1.2264	0.679937035903	0.999532380446761
ENST00000576939.1	708	708	1.2835	-0.168009988615	0.969485861124421
ENST00000482474.1	495	48	0.9954	0.187486911726	0.0601103954586781
ENST00000438817.6	1565	1209	0.7954	0.0479615925413	0.999823972193386
ENST00000486563.1	750	129	0.9513	0.386373457979	0.309497346744895
ENST00000309680.3	2403	1920	1.0229	0.374327755364	0.999999995923356
ENST00000562424.1	745	291	1.1196	0.307297355183	0.752228462589275
ENST00000450795.5	994	744	0.6605	0.130455918779	0.970949596799664
ENST00000519405.5	558	384	0.6493	0.136408903227	0.378257965460563
ENST00000517548.1	381	195	0.9237	0.0396934440069	0.0959780952725079
ENST00000480596.5	1893	558	1.1548	0.307628615904	0.984603274549454
ENST00000592360.1	2247	225	0.4999	-0.20455212329	0.0070163277037357
ENST00000488341.5	875	426	1.2591	0.777615151402	0.997397451836344
ENST00000545135.5	4883	945	1.219	0.513634279314	0.999944286395176
ENST00000570884.1	578	75	1.0708	0.00161048984371	0.0348882958011227
ENST00000529013.1	570	240	1.2906	0.397392972344	0.843663229338903
ENST00000597725.5	573	516	0.916	0.391507792471	0.969123326353265
ENST00000525060.1	821	210	1.2067	0.395856226758	0.738425464526676
ENST00000548245.5	588	300	0.8324	-0.0782233598611	0.108163259675258
ENST00000528957.5	1015	774	1.1674	0.516453976734	0.999641576984717
ENST00000448075.1	701	516	0.9799	0.116249049662	0.879669125237577
ENST00000521390.5	1151	417	1.0202	0.35512749856	0.920234252584437
ENST00000482549.5	1625	402	0.8812	0.398751508931	0.884657314519479
ENST00000492218.1	498	120	0.6782	-0.0508178035593	0.0111647927749342
ENST00000496363.5	990	735	1.2038	0.359631697655	0.998736140224858
ENST00000476807.5	1070	396	0.5366	-0.171203067659	0.0662397476152797
ENST00000587268.1	838	189	0.9245	-0.0816526170706	0.0444245265838156
ENST00000595684.5	2265	2001	1.1639	0.393425845061	0.999999999104568
ENST00000537388.1	3274	744	0.7934	0.184187018088	0.984759046184572
ENST00000370995.6	3482	1227	1.066	0.299031634738	0.999986289406073
ENST00000509743.6	779	513	1.192	-0.0379354116137	0.851570365428182
ENST00000582548.1	709	672	0.8817	0.282650198391	0.987936298958501
ENST00000466813.1	790	657	1.1993	0.542216028822	0.998996338960297
ENST00000636211.1	1937	1524	0.7589	-0.0235474635253	0.999990729822726
ENST00000509053.5	1534	897	0.9513	0.0138197899231	0.995872822324939
ENST00000580153.5	343	42	1.0281	-0.159220489943	0.00816608633533013
ENST00000533632.5	1759	660	1.1247	0.372916922655	0.996312146981146
ENST00000619198.2	2238	1896	1.1	0.559758086862	0.99999999868516
ENST00000505411.5	635	408	0.7909	0.00177228461076	0.363187452399284
ENST00000434949.5	1021	801	0.9152	0.0713945677071	0.990669207619047
ENST00000380152.7	11986	10257	0.9834	-0.0351621236077	1
ENST00000601089.1	2989	651	1.2442	0.608174227594	0.999304668552608
ENST00000479519.5	1312	432	1.2674	0.39500817185	0.975841660982992
ENST00000537136.1	482	198	0.9437	0.288535407627	0.346213994382119
ENST00000581278.1	598	282	0.8998	0.0396583579408	0.203608427912601
ENST00000630600.2	2902	2481	0.9639	0.343772172844	0.999999999988379
ENST00000329548.4	1760	1353	0.9363	0.276695370066	0.999994543904763
ENST00000554394.5	954	774	0.9876	0.179169697033	0.99488397178907
ENST00000402673.6	6682	597	0.848	0.0763248302183	0.866529414449376
ENST00000489100.5	559	495	1.1836	0.285869149647	0.970506051512151
ENST00000628866.2	2583	2235	1.165	0.352862143421	0.999999999915297
ENST00000427449.1	721	612	1.3051	0.547718777324	0.998889164244165
ENST00000429665.3	882	882	0.6816	0.173072360306	0.995461660567496
ENST00000498752.1	471	471	1.195	0.391110132687	0.980312339603966
ENST00000580885.5	1963	1914	1.2716	0.494480183809	0.999999999129035
ENST00000449352.6	3354	2919	1.1152	0.31805909208	1
ENST00000473845.1	726	414	0.9572	-0.0176702011514	0.488967525128928
ENST00000442457.1	523	372	1.3264	0.453697174493	0.974173485321392
ENST00000409413.3	2216	1716	1.0115	0.330251881359	0.999999946263241
ENST00000598115.1	845	288	0.7598	0.0213733967448	0.129671017418418
ENST00000373001.3	2732	1200	1.1302	0.195398225705	0.999973246343316
ENST00000511273.1	2318	1773	1.0465	0.15201908541	0.999999925343363
ENST00000550946.5	1394	369	1.0698	0.384385729024	0.90410759251362
ENST00000467946.1	319	117	0.759	-0.0202358637319	0.0172354702510945
ENST00000600131.5	603	588	0.8811	0.245817543968	0.962524560107278
ENST00000472167.5	2060	1536	0.8868	0.266927820196	0.999999099023248
ENST00000506624.5	370	111	1.0324	0.125639526525	0.0923179902276266
ENST00000461663.1	408	408	1.1815	0.372262081404	0.95459171751494
ENST00000569493.5	1013	666	0.8002	0.16945807158	0.966228927970659
ENST00000613837.3	2059	1521	1.188	0.319617115734	0.99999972597432
ENST00000532379.1	634	204	0.8395	0.109097411881	0.116602472208735
ENST00000490117.5	568	549	1.1034	0.197347108517	0.963863348833221
ENST00000397492.1	1879	531	1.1202	0.562270729836	0.994947199890763
ENST00000417015.1	541	195	0.8664	0.22384071792	0.208899299617232
ENST00000566320.2	546	123	1.2564	-0.100417521595	0.0594873085373588
ENST00000536014.5	558	366	0.6664	0.0718152871666	0.262821527786115
ENST00000274629.8	5052	576	1.3306	0.567417794472	0.99828861157139
ENST00000571084.1	773	273	0.5556	-0.0667613599657	0.0353496197581615
ENST00000300576.5	2082	2082	1.2664	0.42943937182	0.999999999797815
ENST00000477461.1	595	396	0.971	-0.0571127930933	0.394099483620698
ENST00000634021.1	539	294	1.2894	-0.14439763606	0.268884648358178
ENST00000588237.5	558	516	0.8522	0.184421164503	0.877678242143664
