mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
CDR1-AS_MUSMUSCULUS_2	2944	318	0.6189	0.110220133592	0.163845877176142
NDM29_HOMOSAPIENS_1	131	0	0	0	0.00039522063468007
HSR-OMEGA-TRANSCRIPTS_DM_1	1902	231	0.7563	-0.105752207511	0.0328300127214857
DIO3OS_MUSMUSCULUS_1	1280	234	0.8159	-0.134993992894	0.0360074201644747
DIO3OS_HOMOSAPIENS_2	3454	339	0.58	-0.0599338212938	0.0698144799377481
DIO3OS_HOMOSAPIENS_3	1746	768	0.6036	-0.0924287474568	0.899152850380371
AK081227_MM_1	1250	90	0.8979	-0.254830119346	0.0047668571196078
BETA-GLOBIN-TRANSCRIPTS_HG_1	1188	159	0.6882	-0.140357992897	0.0100095661687254
BETA-GLOBINTRANSCRIPTS_HOMOSAPIENS_2	1047	159	0.5972	-0.139231276497	0.00744102353350173
ADAMTS9-AS2_HG_1	7527	447	0.8599	-0.0789650094379	0.319687111014332
TUC338_HG_1	590	195	0.898	-0.0676524816727	0.0476890276006655
MALAT1_HOMOSAPIENS_1	8708	213	0.6529	0.00532109086388	0.0255806034960802
MALAT1_MUSMUSCULUS_2	6982	195	0.7228	-0.0624723673776	0.0195089235816682
HOTAIRM1_HOMOSAPIENS_1	483	153	0.6738	-0.0567382251097	0.0152946963574649
DHFR-UPSTREAM-TRANSCRIPTS_HG_1	587	507	0.7268	0.153796807017	0.777340117022583
ZFAS1_MM_1	754	240	0.7514	-0.102300526777	0.0385925191484899
PRINS_HOMOSAPIENS_1	2199	192	0.4954	0.00594239681563	0.0170030429304975
KCNA2-AS_RN_1	2520	180	1.1173	0.24962916862	0.357434873255776
SNHG4_HG_1	1100	162	0.6756	-0.223150736726	0.00605011817611276
DHRS4-AS1_HG_1	3052	237	1.0354	0.214316849764	0.383530938235341
HAR1B_HOMOSAPIENS_1	896	105	0.713	-0.0154982052053	0.0128800510371226
HAR1A_HOMOSAPIENS_1	2794	477	0.6366	-0.254461699504	0.11975266010434
ZEB2NAT_DANRER_1	1187	318	0.8621	-0.00431205120742	0.199374321902499
SPRY4-IT1_HG_1	708	213	0.5695	-0.247043367093	0.00655944456475292
DISC2_HOMOSAPIENS_1	14994	342	0.4396	-0.101604234843	0.0193488787640248
GATA3-AS1_HG19	2214	378	0.9441	0.129448864785	0.57910826449448
LNCSCA7_HG_1	3701	324	0.5577	-0.330229090646	0.01111809091464
LNCSCA7_MM_1	3607	294	1.1815	0.509820489218	0.91905048495825
PRNCR1_HG_1	1248	120	0.9285	0.0613058640843	0.0482612354308346
BLACAT1_HG_1	2616	228	0.8037	-0.00579686135042	0.0638169813399357
KUCG1_HG_1	685	87	0.4458	0.0527694186478	0.00645938978219777
PTCSC3_HG_1	1152	288	0.9601	-0.0129602785226	0.191765025856484
NCR-UPAR_HOMOSAPIENS_1	432	42	0.917	-0.243602518845	0.00333653654007034
H19_HOMOSAPIENS_1	2322	771	0.5354	0.128477746458	0.964265575933764
H19_MUSMUSCULUS_2	2255	444	0.6772	0.0165180785978	0.365845108928753
LINCRNA-SOX2_MUSMUSCULUS_1	1205	156	1.1702	0.184337030725	0.26957599054264
LNCRNA-MVIH_HG_1	2146	324	0.8382	-0.136165006696	0.0946467877754345
PVT1_HG_1	1716	342	0.5373	-0.105670950151	0.0528789252892073
ANRIL_HOMOSAPIENS_1	3857	210	0.8234	0.0428370467778	0.0696430934220283
HOXA11AS_HOMOSAPIENS_1	1628	408	0.5465	-0.00700451966682	0.18067929045901
WT1-AS_HG_1	2354	279	0.8025	-0.0332630152694	0.0934977539755849
BETA-MHC-AS-TRANSCRIPTS_MM_1	4045	876	1.2826	0.513628966831	0.99990752017567
TEA-NCRNAS_HG_1	506	180	0.7989	0.193729450257	0.128657811308858
AK023948_HOMOSAPIENS_1	2807	225	1.0561	-0.117353236331	0.0733239222880484
FOXCUT_HG_1	498	213	1.1337	0.150844034278	0.343131492781977
LINC1582_MUSMUSCULUS_1	682	132	0.6795	-0.144941558101	0.00720116579605781
LINC1582_MUSMUSCULUS_2	645	132	0.6795	-0.144941558101	0.00721568451915928
SIRT1-AS-LNCRNA_MM_1	266	138	0.6602	-0.498283895018	0.000869208802917086
HOTTIP_MUSMUSCULUS_1	2377	231	0.6112	-0.088462379198	0.0217885583037103
HOTTIP_HOMOSAPIENS_2	3764	261	0.4693	-0.165835027668	0.0109497412473408
VEGT-RNA_XL_1	2691	1368	0.9235	0.154921653189	0.999989376811755
NESPAS_HOMOSAPIENS_1	1158	294	0.7645	0.0568788820597	0.164895188041045
NESPAS_MUSMUSCULUS_2	2248	231	0.5787	-0.18120389882	0.0112944872959077
7SK_HOMOSAPIENS_1	332	57	0.9189	0.252751132061	0.0753257850567202
7SL_HOMOSAPIENS_1	299	51	1.078	0.132339446802	0.0597945957678881
PLDI_MUSMUSCULUS_1	853	387	0.6042	-0.0878038536445	0.119664313373482
KRASP1_HOMOSAPIENS_1	865	219	0.7517	-0.189842235044	0.018225080722969
LINC00467_HG_1	1116	426	0.7898	0.0229215202527	0.434871661617593
MHM-LNCRNA_GG_1	2332	357	0.533	0.0890837955145	0.170176316245263
GAS5_HOMOSAPIENS_1	651	198	0.5458	-0.0884333013258	0.0133319740690694
COOLAIR_ARABIDOPSISTHALIANA_1	759	132	1.0696	0.103401106107	0.111178987002314
PDZK1IP1-AS1_HOMOSAPIENS_1	661	180	0.932	-0.0573677505611	0.0480492766315347
BX118339_HOMOSAPIENS_1	734	120	0.7485	-0.080270573034	0.0117382591786403
EBER1-EBER2-RNAS_HUMANHERPESVIRUS4_1	167	6	0.3777	-0.440729139082	0.000106955771880738
EBER1-EBER2-RNAS_HUMANHERPESVIRUS4_2	176	0	0	0	0.000394247050386518
PR-ANTISENSE-TRANSCRIPTS_HG_1	1532	156	0.9711	0.0447454931414	0.072553147008347
LINC1610_MUSMUSCULUS_1	2795	435	0.5777	-0.121421053256	0.134653114458823
LINC1610_MUSMUSCULUS_2	846	279	0.4374	-0.044753365449	0.0288251361291867
LINC1610_MUSMUSCULUS_3	992	291	0.5448	-0.0322854652914	0.0499673926490218
MRHL_MUSMUSCULUS_1	2419	180	0.5475	-0.259280789005	0.00356371980582056
BC089918_RN_1	878	225	0.7674	-0.0387501869579	0.049776204485703
EVF2_MUSMUSCULUS_1	4606	189	0.7501	-0.259230028485	0.00700639174109093
EVF2_HOMOSAPIENS_2	4978	198	0.6307	-0.148039707856	0.00984920229374275
KHPS1A_RATTUSNORVEGICUS_1	1290	309	1.0369	0.0995540632539	0.434455877170483
ANTIPEG11_MUSMUSCULUS_1	2301	753	1.149	-0.0804937907592	0.980962235340771
NEST_MM_1	65535	885	0.6927	-0.265966444333	0.321531450901863
HOXA3AS_HOMOSAPIENS_1	2074	549	0.5539	0.135457305517	0.717335289043666
ROX1-AND-ROX2_DM_1	3460	255	0.5495	-0.0614451462952	0.0254823170082772
DLX1AS_MUSMUSCULUS_1	2793	249	0.4383	-0.449726255476	0.00163572106077298
KCNQ1OT1_HOMOSAPIENS_1	59461	414	0.6169	-0.0241132781915	0.0112416721325754
IGF2AS_MUSMUSCULUS_1	4778	336	0.8275	0.161446358518	0.377744629324661
CCAT1_HG_1	2795	210	0.8602	-0.0700219177673	0.043440224833609
VAI-AND-VAII-RNAS_ADV_1	162	63	0.4928	0.239278947694	0.0183111787436615
LINC00299_HG_1	2000	276	0.3887	-0.0722801903141	0.0189092263583257
FTX_MM_1	1214	297	0.7666	-0.0482672431505	0.0977418425416322
DUTA_DICTYOSTELIUMDISCOIDEUM_1	1322	129	0.6673	-0.653648231388	0.000296262453981349
DUTA_DICTYOSTELIUMDISCOIDEUM_2	1060	57	1.1339	-0.536979334718	0.00136028876429062
HINCUT-1_HG_1	396	63	0.7382	-0.306867667218	0.00155794868632388
NCTC1_MM_1	2106	324	0.9426	0.102819190213	0.390342345083624
NRON_MUSMUSCULUS_1	3343	225	0.7954	-0.128977145776	0.0283237797403731
NRON_HOMOSAPIENS_2	2730	216	0.7763	0.076066723212	0.0813624452754859
PWR1_SACCHAROMYCESCEREVISIAE_1	941	147	0.828	-0.0735338913643	0.0213015633700004
TUG1_HG_1	7115	408	0.9165	0.0554889582954	0.460599154730453
SRA_HG_1	1965	711	0.8202	0.259424861983	0.988108107287891
LINC1609_MUSMUSCULUS_1	737	150	0.9228	0.00598810712757	0.0486448746241667
LINC1609_MUSMUSCULUS_2	1140	276	0.6585	0.0854208737621	0.117653580223049
BFT_DROSOPHILAMELANOGASTER_1	3428	285	0.4209	-0.0592368981245	0.0232829745323993
ALPHA250-ALPHA280_HOMOSAPIENS_1	290	24	0.4825	0.293757459132	0.0158279860051819
ALPHA250-ALPHA280_HOMOSAPIENS_2	256	24	0.4825	0.293757459132	0.0158570527239918
MT-LIPCAR_HG_1	781	195	0.9256	-0.0321932307103	0.063307890285879
LUST_HOMOSAPIENS_1	1386	198	1.0498	-0.159902107187	0.045616835461317
GDNF-AS1_HG_1	618	72	0.9107	0.147953443473	0.0465441603310349
GDNF-AS1_HG_2	2943	237	0.4537	-0.2680747001	0.00449128600395947
GDNF-AS1_HG_3	1963	318	0.4708	-0.230200683734	0.0154832743533326
GADD7_CRICETULUSLONGICAUDATUS_1	754	132	0.6668	-0.102315730743	0.00887724835389353
XACT_HG_1	497	213	0.846	-0.0488801518649	0.0545240045084718
COLDAIR_ARABIDOPSISTHALIANA_1	1098	105	0.6699	-0.133810402108	0.00539586512971659
MEIRNA_SCHIZOSACCHAROMYCESPOMBE_1	667	249	0.4928	-0.159400706886	0.0127698417909466
THRIL_HG_1	2920	204	0.6529	-0.196447527582	0.00949243849578323
THRIL_HG_2	1979	177	0.5716	-0.24272049206	0.00423870928642675
PAUPAR_MM_1	3482	249	0.784	-0.206884146727	0.0221722113385751
P53-MRNA_HG_1	2586	1182	0.8209	0.320669417646	0.999955917691591
NEAT1_HOMOSAPIENS_1	3756	294	0.9204	-0.230758833139	0.0486722244772324
NEAT1_HOMOSAPIENS_2	22743	414	0.6904	-0.12910139212	0.0548232609521512
NEAT1_MUSMUSCULUS_3	3177	240	0.5761	0.0582313324373	0.0484143575131056
NEAT1_MUSMUSCULUS_4	20771	381	0.5497	-0.135495961662	0.0257772222131676
NCRAN_HG_1	2538	123	0.8764	0.124242418317	0.0564383937706892
SRG1_SACCER_1	551	75	0.8822	0.0902888159745	0.0313519878179449
NTT_HOMOSAPIENS_1	17538	273	0.5034	-0.18658439169	0.00586549321361376
CHRF_MM_1	1843	162	0.5318	-0.60926006291	0.000341756745069102
ANCR-1_APISMELLIFERA_1	6861	492	0.5209	0.214603675235	0.598116796646925
AK139328_MM_1	3128	258	0.4393	-0.0180012920412	0.0239291156837553
LINC00570_HOMOSAPIENS_1	1330	156	1.1451	0.0365341952247	0.120568127265374
LINC00570_HOMOSAPIENS_2	490	150	0.9286	0.0899519881164	0.0808920479217983
LINC00570_HOMOSAPIENS_3	399	117	0.9858	-0.162977187207	0.0157946662102828
LINC00570_HOMOSAPIENS_4	373	96	1.0167	-0.0698410471649	0.024268992825289
LNCRNA-HEIH	1665	183	0.7084	0.000763800194345	0.0314987420094684
BC1_MUSMUSCULUS_1	167	48	0.8122	-0.152453477169	0.00438151966334478
NPC536_ARABIDOPSISTHALIANA_1	645	204	1.0417	0.0773182455493	0.179250300757247
ICR1_SACCER_1	3199	303	0.6083	-0.320056264053	0.0114385469033614
LINC1368_MUSMUSCULUS_1	1116	123	0.6962	-0.0644038201349	0.0109383760359765
LINC1368_MUSMUSCULUS_2	987	123	0.6962	-0.0644038201349	0.0110151647506671
LINC1368_MUSMUSCULUS_3	769	123	0.6962	-0.0644038201349	0.0111461451056679
CRNDE_HG_1	1059	138	0.3766	-0.188548331018	0.0020485033501872
CRNDE_HG_2	924	138	0.3766	-0.188548331018	0.00206369167941049
CRNDE_HG_3	1146	204	0.8769	-0.0526511215487	0.051873049561446
CRNDE_HG_4	852	138	0.9097	0.0098097386365	0.0416517616396701
CRNDE_MM_1	1252	321	0.5546	-0.0205323400607	0.0745614674094229
CRNDE_MM_2	1071	234	0.4948	0.0877651687793	0.046043963587205
CCDC26_HG_1	1721	330	1.0201	-0.00585281742358	0.320835994072126
CCDC26_HG_2	1496	330	1.0201	-0.00585281742358	0.323530158627249
CCDC26_HG_3	904	330	1.0201	-0.00585281742358	0.33067462548337
LINCENC1_MUSMUSCULUS_1	492	288	0.7961	-0.0148746868503	0.121388534605348
AT4_ARABIDOPSISTHALIANA_1	747	213	1.0387	0.0456947852991	0.164025134055232
SUT719_SACCER_1	1593	216	0.7468	-0.0315574814198	0.0424350225162488
LINC00970_HG_1	1129	210	0.4003	-0.182806135358	0.00511541830991131
RUBIE_MM_1	388	288	0.7859	-0.0829124032795	0.0815346075319065
LINC-MD1_MUSMUSCULUS_1	521	276	0.8468	0.143885718452	0.273484116646952
KDM5BAS1_HG_1	551	81	0.506	-0.15568414059	0.00212267408754034
KDM5BAS1_HG_2	634	156	0.982	-0.0292856534996	0.0516347447323177
KDM5BAS1_HG_3	748	270	0.6257	0.0580839849331	0.0879097537450884
SCA8_HG_1	1472	309	0.6242	0.0137010756565	0.0982076901243929
T-ALL-R-LNCR1_MM_1	1468	327	0.4757	-0.239024780064	0.0169363008895407
LNCUSMYCN_HG_1	1034	150	0.6255	-0.0926105871447	0.00982653808299427
ALNCRNA-EC7_MM_1	679	111	0.6535	0.106784194207	0.0235879233878772
LINC00568_HOMOSAPIENS_1	566	132	0.9728	0.021926430394	0.0523383145463642
AK082072_MUSMUSCULUS_1	523	228	0.9853	0.297975620374	0.474609714374286
AK082072_HOMOSAPIENS_2	848	177	0.7111	-0.258408050564	0.00661649610905475
AK082072_HOMOSAPIENS_3	953	177	0.7111	-0.258408050564	0.00657876239189874
CYRANO_DANIORERIO_1	4630	189	0.4656	-0.328789072378	0.00172976137916241
TMEVPG1_HG_1	1791	276	0.6341	0.0105645951235	0.0698565575340699
TINCR_HG_1	3693	456	0.6283	0.00901646823198	0.329871740122382
CYP4A22-AS1_HG_1	921	225	0.8586	0.0919763592568	0.136596405865332
DQ786227_HG_1	401	249	0.8372	-0.0541568173204	0.075342595582471
SNAR_HG_1	122	27	0.6346	-0.447958212373	0.000314608524389566
NPTN-IT1_HOMOSAPIENS_1	2606	201	0.6279	-0.2176435288	0.00754818882826955
PCGEM1_HOMOSAPIENS_1	1603	114	0.8592	-0.559717057251	0.00084470231818842
XLSIRTS_XL_1	2272	228	0.8767	0.00729470609747	0.0881976369542138
PANDA_HOMOSAPIENS_1	1506	231	1.2014	0.0501891365118	0.293035293592047
LNCRNA-LET_HG_1	2606	201	0.6279	-0.2176435288	0.00754818882826955
IPS1_ARABIDOPSISTHALIANA_1	542	99	0.4171	-0.599143961156	0.000129906009181628
KS-1_APISMELLIFERA_1	17512	342	0.3783	-0.393817964467	0.00235656124490204
PINC_MM_1	1630	186	0.6577	0.0711488453457	0.0415677100176438
PINC_MM_2	1017	84	0.9764	0.170653695649	0.0728924153092426
GHET1_HG_1	1825	264	0.4761	-0.0482832439882	0.0259126272383028
GHET1_HG_2	1873	264	0.4761	-0.0481534451067	0.025866117005319
LOC100887755_HOMOSAPIENS_1	600	309	0.852	-0.0295248607039	0.161578681730625
LINCRNA-ROR_HOMOSAPIENS_1	2591	354	0.57	-0.0800150368601	0.0737313628268122
LINCRNA-P21_MUSMUSCULUS_1	2956	309	0.9806	0.0178328219952	0.260181480611199
MSUR1_MUSMUSCULUS_1	1787	330	0.7996	0.087114596637	0.278985306493485
EMX2OS_HOMOSAPIENS_1	7282	459	0.7597	-0.0456516092805	0.32065264690015
ARA_HG_1	4939	222	0.759	-0.179750298275	0.0164640082318378
LNCRNA-ATB_HG_1	2741	186	0.5475	-0.313926339259	0.00269001904615251
DBET_HG_1	3363	1215	0.7969	0.142857675522	0.999898389205229
GOMAFU_HOMOSAPIENS_1	10193	300	0.5952	-0.0352115806235	0.0394316237497226
GOMAFU_MUSMUSCULUS_2	8760	540	0.5203	-0.0254778985251	0.347865605452408
PINCI1-FAMILY-RNAS_PHYTOPHTHORAINFESTANS_1	767	360	0.8603	0.208967425745	0.596461246890366
LNC-DC_HG_1	417	198	0.5197	-0.0927423907594	0.012039405263799
SIX3OS_MM_1	1712	225	0.56	-0.2068213732	0.00875154403630718
GI|221219022|REF|NR_001445.2|	332	57	0.9189	0.252751132061	0.0753257850567202
GI|84871994|REF|NR_002715.1|	299	51	1.078	0.132339446802	0.0597945957678881
GI|142381414|REF|NR_002860.2|	3365	204	0.8709	-0.0991951396228	0.0345400668089489
GI|3523205|GB|AF087999.1|HUMYX44E03	561	180	0.9838	-0.235741197325	0.020140845522408
GI|239985613|REF|NR_002853.2|	1176	339	0.7344	0.120492680825	0.302058162432152
GI|12856954|DBJ|AK017619.1|	1630	117	0.6527	-0.174924362198	0.00440583247894223
GI|12858360|DBJ|AK018581.1|	1901	243	0.4067	-0.219108273452	0.00581357581348484
GI|12861450|DBJ|AK020764.1|	266	141	0.867	0.0137013301501	0.0394015292683876
GI|12862239|DBJ|AK021368.1|	704	252	0.616	0.0536143232564	0.0692055786090803
GI|26080813|DBJ|AK028326.1|	3056	276	0.6868	0.0135218592921	0.0788086447790573
GI|26090347|DBJ|AK044422.1|	2998	396	0.7485	-0.152154029967	0.129475562771091
GI|26337048|DBJ|AK045070.1|	1811	309	0.5345	-0.153568725552	0.0276487137761739
GI|26096052|DBJ|AK053922.1|	925	144	0.6065	-0.271252721121	0.00294854745821588
GI|74228720|DBJ|AK133808.1|	926	75	0.7489	0.180302577833	0.0334246788303119
GI|74189920|DBJ|AK141205.1|	2710	309	0.5399	0.0238326105597	0.0748620148675623
GI|74202641|DBJ|AK141895.1|	2065	147	0.4475	-0.589022436771	0.000241391702823827
GI|74181733|DBJ|AK154427.1|	1415	276	0.5453	0.0469000062422	0.0657494317442856
GI|322506107|REF|NR_037803.1|	798	81	1.2365	-0.0577670879823	0.0450385596515845
GI|34850482|REF|NR_001568.1|	200	0	0	0	0.000393728786066918
GI|310689052|REF|NG_001085.2|	389	213	0.7261	-0.155939758072	0.0196446797091017
GI|288557323|REF|NR_002832.2|	2322	276	0.6148	-0.169011390074	0.0224390639862617
GI|45560584|REF|NR_002035.1|	1124	141	0.8094	0.106039421306	0.053200424399093
GI|49256610|GB|BC073902.1|	825	324	0.731	-0.0693509171292	0.104346984227713
GI|157909829:5001-53549	48549	462	0.6161	-0.169278307976	0.0144124223755501
GI|225703128|REF|NR_003529.3|	3857	210	0.8234	0.0428370467778	0.0696430934220283
GI|345842381|REF|NR_002733.2|	3334	624	0.6626	0.126392584556	0.882982385748594
GI|254939681|REF|NR_028264.1|	1708	222	0.4592	-0.0995374664861	0.0114355656211341
GI|227497462|REF|NR_002854.2|	2793	249	0.4383	-0.449726255476	0.00163572106077298
GI|164565443|REF|NM_010054.2|	2492	999	0.9564	0.440641651509	0.999897167673615
GI|339409208|REF|NR_040279.1|	1663	234	0.7271	-0.0397029838309	0.0458163359572743
GI|213417936|REF|NR_015448.1|	1990	198	0.6307	-0.148039707856	0.0115822585959654
GI|336020363|REF|NR_038397.1|	6252	180	0.6616	-0.149047846155	0.0083153444431101
GI|461161|DBJ|D16417.1|DDIDUTA	1322	129	0.6673	-0.653648231388	0.000296262453981349
GI|105554499|REF|NR_002791.2|	7282	459	0.7597	-0.0456516092805	0.32065264690015
GI|169646301|REF|NR_015388.1|	4247	189	0.7501	-0.259230028485	0.00714467978399674
GI|256773215|REF|NR_028380.1|	4387	270	0.829	-0.086569286014	0.0620389746719493
GI|296142689|REF|NM_001178367.1|	2100	2100	1.086	0.0756988929536	0.999999997363376
GI|378404907|REF|NM_001256799.1|	1425	882	1.2952	0.53391911434	0.999936586664179
GI|144226237|REF|NR_002578.2|	651	198	0.5458	-0.0884333013258	0.0133319740690694
GI|57862814|REF|NR_002196.1|	2322	771	0.5354	0.128477746458	0.964265575933764
GI|116089267|REF|NR_003244.1|	2794	477	0.6366	-0.254461699504	0.11975266010434
